"genus_root","taxon_name","original_text","text","life_history_a","life_history_f","parasitic_a","parasitic_f","plant_growth_form_a","plant_growth_form_f","plant_growth_substrate_a","plant_growth_substrate_f","sex_type_a","sex_type_f","stem_growth_habit_a","stem_growth_habit_f","woodiness_a","woodiness_f","source"
"Rubus","Rubus parvifolius","Description: Branches relatively slender, pubescent; prickles hooked, 1-2 mm long; leaflets 3 rarely 5, ovate, acute, incised-toothed, green and wrinkled above, white-tomentose below, terminal leaflet 2-4 cm long, the others smaller.Flowers in short terminal few-flowered panicles or solitary in the axils; sepals acuminate, pubescent, 8-10 mm long; petals shorter, almost orbicular, red.Fruit globular, red, of rather few large drupes.","  ","annual","inferred_from_family","","","herb","inferred_from_genus_life_history","","","","","","","herbaceous","inferred_from_growth_form","SA_flora"
"Rubus","Rubus parvifolius","Scrambling shrub or trailer; stems to c. 1 m long, finely pubescent to tomentose, glabrescent with age, bearing curved prickles to c. 3 mm long. Leaves pinnate; leaflets 3-5, more or less ovate, mostly 1-4 cm long, 1-3.5 cm wide, base cuneate, margins sharply and often deeply toothed, upper surface green, wrinkled, glabrescent, lower surface white-tomentose, main vein hairy; stipules entire or deeply lobed. Flowers in short terminal panicles or single in upper leaf axils. Sepals pubescent, acuminate, reflexed; petals broadly elliptic to suborbicular, pink or red. Fruiting head more or less globose, c. 10 mm diam.; fruit red or orange, falling from receptacle when ripe. Flowers mostly Nov.-Feb."," scrambling shrub or trailer; ","perennial","inferred_from_genus","","","shrub","shrub","","","","","","","woody","inferred_from_growth_form","VIC_flora"
"Rumex","Rumex brownii","General Biology. Growth form. Herb. Life form. Perennial. Reproduction. Seed, root fragments. Dispersal. Animals, clothing (by adhesion), soil, machinery, seed contaminant. Toxicity. Posionous to mammals. Seedbank persistence. 80+ years (some species). Fire response. Resprouts after fire. Notes. Coloniser of disturbed sites that prefers open habitats in full sun. Has vigourous growth and, once established, competes with other plant species for light, moisture and plant nutrients. Produces prolific amount of seed that germinate at any time during the growing season, however germination is inhibited while the seed remains enclosed in the fruit capsule. Germinates in autumn, and seed matures through summer. Fruits have hooked teeth that are dispersed by adhesion. Frequently forms sterile hybrids capable of vegetative spread. Mature plants have a deep root system which aids survival over summer and plants quickly regenerate with the onset of autumn rain. Rapid growth early in the season gives a competitive advantage over other germinating annuals. Additional information. Origin. Eastern Australia. Similar native species. Rumex dumosus, R. drummondii. Suggested method of management and control. Hand remove small/isolated infestations of seedlings and young rosettes. If removing older plants ensure entire plant, including the root, can be removed, otherwise spread will occur from root fragments. Alternatively spot spray with 1% glyphosate + surfactant in early bud stage. Use a higher rate on well established plants. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."," general biology. growth form. herb. life form. perennial. reproduction. seed, root fragments. dispersal. has vigourous growth and, once established, competes with other plant species for light, moisture and plant nutrients. mature plants have a deep root system which aids survival over summer and plants quickly regenerate with the onset of autumn rain. rapid growth early in the season gives a competitive advantage over other germinating annuals. additional information. origin. eastern australia. similar native species. rumex dumosus, drummondii. suggested method of management and control. hand remove small/isolated infestations of seedlings and young rosettes. if removing older plants ensure entire plant, including the root, can be removed, otherwise spread will occur from root fragments. alternatively spot spray with 1% glyphosate + surfactant in early bud stage. use a higher rate on well established plants. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","annual perennial","annuals perennial","","","herb","herb","","","","","rosette","rosettes","herbaceous","inferred_from_growth_form","Florabase_long"
"Rumex","Rumex brownii","Ascending perennial, herb, 0.3-0.8(-1.2) m high. Fl. green/cream, Oct to Dec or Apr to May. Sandy or loamy soils. Winter-wet flats, roadsides, riversides."," ascending perennial, herb, 0.3-0.8(-1.2) m high. ","perennial","perennial","","","herb","herb","","","","","decumbent","ascending","herbaceous","inferred_from_growth_form","Florabase_short"
"Rumex","Rumex brownii","Glabrous perennial herb with inflorescences to about 80 cm high. The leaves are long petiolate, mostly concentrated towards the base of the plant, alternate, oblong to  narrowly ovate, 50-240 mm long and 10-60 mm wide, with entire to toothed undulate margins. The stipules are distinctive in forming a short complete or almost complete membranous sheath around the stem, which soon disintegrates. Flowers are mostly bisexual, and arranged in whorls  spaced along the widely spreading inflorescence branches. The flowers have 6 perianth segments differentiated into 2 whorls of 3 segments. The inner 3 segments are green tinged red but are not petal-like, become enlarged in fruit, have marginal teeth or spines usually with a hooked tip, and the midrib thickened but not prominently swollen. The 3 outer segments are green and featureless. The hard fruit are indehiscent, 3-angled in cross-section, and are retained within the persistent enlarged perianth."," glabrous perennial herb with inflorescences to about 80 cm high. ","perennial","perennial","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","NT_Flora"
"Rumex","Rumex brownii","Description: Perennial 50-80 cm high, stems slender, erect, with a few elongate leafless branches. Basal leaves variable in shape and size, oblong or lanceolate, usually fiddle-shaped, to 12 cm long, to 4 cm wide, apex acute to subobtuse, base cordate to truncate, petiole about half as long as to equalling lamina; stem leaves few, small, confined to lowest third of stem. Flower whorls with 5-8 flowers, distant, without subtending leaves.  Fruiting valves 2.5-4 mm long, c. 2 mm wide, with 3-5 hooked teeth on each side and with a hooked tip. Fruiting pedicels thin, c. as long as valves, articulate in lowest third."," perennial 50-80 cm high, stems slender, erect. ","perennial","perennial","","","herb","inferred_from_genus","","","","","erect","erect","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Rumex","Rumex brownii","Description: Few-branched erect perennial to c. 1 m high; leaves mostly radical, 3-13 X 1-4 cm, oblong-cordate or almost hastate, petiole 2-10 mm long.Clusters 5-16-flowered, distant, forming long racemes which are leafless except at the base; valves to c. 4 mm long, with a long hooked point and 2 or 3 long hooked bristles on each side, reticulate, the midrib thickened but without a tubercle.Seeds c. 1.5 mm long, triangular."," few-branched erect perennial to circa 1 m high; ","perennial","perennial","","","herb","inferred_from_genus","","","","","erect","erect","herbaceous","inferred_from_growth_form","SA_flora"
"Rumex","Rumex brownii","Perennial with a more or less erect, few-branched axis to c. 1 m high, normally leafless in the upper c. two-thirds. Petioles of basal leaves usually longer than lamina; lamina oblong to narrowly ovate, 5-20 cm long, 1-6 cm wide, sometimes constricted above the broadly cuneate to cordate base; margins weakly to strongly crisped. Inflorescence to c. 70 cm high, 20 cm wide; flower 'whorls' mostly 1-5 cm apart, 5-8(-16)-flowered, not subtended by a leaf. Fruiting valves c. triangular, 2.5-4 mm long, 1.5-3 mm wide (excluding teeth), prominently reticulate, with 3-5 strongly hooked teeth along each side, apex of each valve also hooked; callosities normally absent (but hybrids often with callosities); fruiting pedicel subequal to valves, jointed near base. Nut 1.5-2.5 mm long. Flowers mainly Sep.-Jan."," perennial with a more or less erect, few-branched axis to circa 1 m high, normally leafless in the upper circa two-thirds. ","perennial","perennial","","","herb","inferred_from_genus","","","","","erect","erect","herbaceous","inferred_from_growth_form","VIC_flora"
"Rumex","Rumex conglomeratus","General Biology. Growth form. Herb. Life form. Perennial. Reproduction. Seed, root fragments. Dispersal. Animals, soil, machinery. Seedbank persistence. Long term, 5+ years. Notes. Widely naturalised in America, Australia and New Zealand. Can be abundant in summer-moist areas. Seeds are shed in autumn and germinate mainly in the spring in consecutive years. Seeds are long-lived and undergo a seasonal dormancy cycle, with a low level of dormancy in winter and early spring and a deep dormancy in summer. Targeted for biological control by the Australian Weeds Committee in the 1980s. Additional information. Origin. Northern Africa, temperate Asia, Europe. Similar native species. em>Rumex dumosus, R. drummondii. Suggested method of management and control. Hand remove small/isolated infestations of seedlings and young rosettes. If removing older plants ensure entire plant, including the root, can be removed, otherwise spread will occur from root fragments. Alternatively spot spray with 1% glyphosate + surfactant in early bud stage. Use a higher rate on well established plants. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."," general biology. growth form. herb. life form. perennial. reproduction. seed, root fragments. dispersal. if removing older plants ensure entire plant, including the root, can be removed, otherwise spread will occur from root fragments. alternatively spot spray with 1% glyphosate + surfactant in early bud stage. use a higher rate on well established plants. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","perennial","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","Florabase_long"
"Rumex","Rumex conglomeratus","Erect perennial, herb, 0.3-1.5 m high. Fl. white-green, Oct to Dec or Jan to Feb. Sandy soils. Riversides, roadsides, edges of drains."," erect perennial, herb, 0.3-1.5 m high. ","perennial","perennial","","","herb","herb","","","","","erect","erect","herbaceous","inferred_from_growth_form","Florabase_short"
"Rumex","Rumex conglomeratus","Description: Slender perennial 30-80 cm high, mostly erect, often branching from below the middle. Basal and lowermost stem leaves petiolate, petiole usually as long as lamina; lamina oblong to ovate, to 6 cm long, 3 cm wide, flat, apex rounded to obtuse, base slightly cordate or truncate. Flower whorls distant and each whorl mostly subtended by a leaf; whorls many-flowered.  Fruiting valves 2.2-3.2 mm long, 1-2.5 mm wide, with callosity large and covering most of valve surface. Fruiting pedicels about as long as valves, articulate at about the middle."," slender perennial 30-80 cm high. mostly erect, often branching from below the middle. ","perennial","perennial","","","herb","inferred_from_genus","","","","","erect","erect","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Rumex","Rumex conglomeratus","Description: Erect perennial to c. 1 m high, with stiff ascending branches; lower leaves 3-13 X 1-4 cm, oblong-lanceolate, crisped.Clusters many-flowered, rather distant, leafy except at the summit, forming a loose panicle; valves 2-3 mm long, entire, oblong, obtuse, each usually with a large oblong tubercle.Seeds c. 1 mm long, c. 0.5 mm wide, dull-red."," erect perennial to circa 1 m high. ","perennial","perennial","","","herb","inferred_from_genus","","","","","erect","erect","herbaceous","inferred_from_growth_form","SA_flora"
"Rumex","Rumex conglomeratus","Perennial with stems erect or ascending, to c. 1 m high. Basal and lower stem leaves with petioles about as long as lamina; lamina oblong to narrowly lanceolate, 4-12 cm long, 1-4 cm wide, broadly cuneate, truncate or shallowly cordate at base; margins plane or finely undulate; upper leaves reduced. Inflorescence rather widely branched, to c. 50 cm long, 40 cm wide; flower 'whorls' separated by c. 1-3 cm, all but the uppermost subtended by a small leaf. Fruiting valves ovate, 2.5-3.2 mm long, 1-1.7 mm wide, entire, each with a smooth, allantoid to somewhat reniform callosity half to almost as long as valve; fruiting pedicel about as long as valves, jointed from midway to near the base. Nut 1.3-1.7 mm long. Flowers Sep.-Jan."," perennial with stems erect or ascending, to circa 1 m high. ","perennial","perennial","","","herb","inferred_from_genus","","","","","erect decumbent","erect ascending","herbaceous","inferred_from_growth_form","VIC_flora"
